restaurant_id,restaurant_name,image_url,is_closed,url,review_count,rating,categories,transactions,price,display_phone,distance,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address,queried_date,queried_term,queried_location,sort_by,attributes,cuisine_0,cuisine_1,cuisine_2,price_num,review_count_bins,neighborhood
KakiWGOfm_h5rEqOyKD7zQ,Dominique Ansel Workshop,https://s3-media4.fl.yelpcdn.com/bphoto/K9QAbcWc84yvu5ccE1-I4Q/o.jpg,False,https://www.yelp.com/biz/dominique-ansel-workshop-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,213,4.2,"Bakeries, Coffee & Tea, Breakfast & Brunch",,$$,(212) 901-1015,4311.226067535746,40.74368,-73.98658,17 E 27th St,,,New York,10016,US,NY,"17 E 27th St, New York, NY 10016",2024-03-05,Bakery,"New York, NY",best_match,,Bakeries, Coffee & Tea, Breakfast & Brunch,2.0,201-500,Gramercy Park and Murray Hill
s4tyQOpJwsBkYXc1mNhP-A,Harper's Bread House Inc.,https://s3-media1.fl.yelpcdn.com/bphoto/GHF7UdBkpBg8jk9AOtD_Ig/o.jpg,False,https://www.yelp.com/biz/harpers-bread-house-inc-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,95,4.2,"Bakeries, Breakfast & Brunch",delivery,$,(212) 226-8882,1368.164133098814,40.71771,-73.99303,271 Grand St,,,New York,10002,US,NY,"271 Grand St, New York, NY 10002",2024-03-05,Bakery,"New York, NY",best_match,,Bakeries, Breakfast & Brunch,,1.0,51-100,Lower East Side
oqI3P8XzyFZ_msmXIxbv-A,Copper Mug Coffee,https://s3-media4.fl.yelpcdn.com/bphoto/kqo2ajDMVHP1oBp9XUR2vw/o.jpg,False,https://www.yelp.com/biz/copper-mug-coffee-brooklyn-3?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,222,4.6,"Coffee & Tea, Cafes","delivery, pickup",$,(631) 536-5209,3159.169953985671,40.7165546631842,-73.9597964066005,131 N 4th St,,,Brooklyn,11249,US,NY,"131 N 4th St, Brooklyn, NY 11249",2024-03-05,Cafe,"New York, NY",best_match,,Coffee & Tea, Cafes,,1.0,201-500,
vijwGDNrPBJHEG7_DsjZNw,Usagi NY,https://s3-media3.fl.yelpcdn.com/bphoto/Oxlhp59j1x4OnOtvfDc38w/o.jpg,False,https://www.yelp.com/biz/usagi-ny-dumbo-7?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,86,4.2,"Bookstores, Cafes, Home Decor","delivery, pickup",$$,(718) 801-8037,639.2829971761212,40.70383,-73.98691,163 Plymouth St,,,Dumbo,11201,US,NY,"163 Plymouth St, Dumbo, NY 11201",2024-03-05,Cafe,"New York, NY",best_match,,Bookstores, Cafes, Home Decor,2.0,51-100,Northwest Brooklyn
sxIBSze1YOdC-FBiIU2q3A,Pavé,https://s3-media2.fl.yelpcdn.com/bphoto/mqlPRWeA3F1vutarQp1JnQ/o.jpg,False,https://www.yelp.com/biz/pav%C3%A9-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,101,4.8,"Bakeries, Coffee & Tea, Sandwiches","delivery, pickup",,(646) 454-1387,5774.485279708417,40.756293,-73.98036979999999,20 W 46th St,,,New York,10036,US,NY,"20 W 46th St, New York, NY 10036",2024-03-05,Cafe,"New York, NY",best_match,,Bakeries, Coffee & Tea, Sandwiches,,101-200,Chelsea and Clinton
KDGGpWef9LkYk79oVCiqfg,"Ciao, Gloria",https://s3-media3.fl.yelpcdn.com/bphoto/Yn-sXsSkmWOwl1lCm5teEA/o.jpg,False,https://www.yelp.com/biz/ciao-gloria-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,118,4.6,Cafes,delivery,$$,(716) 666-2426,3523.192218736147,40.6804,-73.96822,550 Vanderbilt Ave,,,Brooklyn,11238,US,NY,"550 Vanderbilt Ave, Brooklyn, NY 11238",2024-03-05,Cafe,"New York, NY",best_match,,Cafes,,,2.0,101-200,Central Brooklyn
GNPne4Il-itbn2sLbvMo1g,Angel Indian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/FM08_xYcbq_xASi7K2xAog/o.jpg,False,https://www.yelp.com/biz/angel-indian-restaurant-jackson-heights?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,458,4.6,"Indian, Vegetarian","pickup, delivery",$$,(347) 848-0097,9849.818398222576,40.7473069226623,-73.8912814123575,7414 37th Rd,,,Jackson Heights,11372,US,NY,"7414 37th Rd, Jackson Heights, NY 11372",2024-03-05,Indian,"New York, NY",best_match,,Indian, Vegetarian,,2.0,201-500,West Queens
G4qLYOKIH2qSqv6dgP1_-w,Cheryl's Global Soul,https://s3-media4.fl.yelpcdn.com/bphoto/zITb5Ueyf3ue4wSCS4ZI_Q/o.jpg,False,https://www.yelp.com/biz/cheryls-global-soul-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,1086,3.8,"Breakfast & Brunch, Comfort Food, Caribbean","pickup, delivery",$$,(347) 529-2855,4202.242389436287,40.673594,-73.967496,236 Underhill Ave,,,Brooklyn,11238,US,NY,"236 Underhill Ave, Brooklyn, NY 11238",2024-03-05,Soul Food,"New York, NY",best_match,,Breakfast & Brunch, Comfort Food, Caribbean,2.0,1001-5000,Central Brooklyn
W_ATeDezTA0lnepuaqDkVw,FEED YA SOUL,https://s3-media4.fl.yelpcdn.com/bphoto/2gUHJOnEPUutbjUpsNAl_Q/o.jpg,False,https://www.yelp.com/biz/feed-ya-soul-avenel?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,72,4.5,Soul Food,delivery,$$,(732) 770-7444,27289.167401418057,40.57643,-74.269419,1020 Rahway Ave,,,AVENEL,07001,US,NJ,"1020 Rahway Ave, AVENEL, NJ 07001",2024-03-05,Soul Food,"New York, NY",best_match,,Soul Food,,,2.0,51-100,
EKakzNWjXtZWeI4jqKO3xg,Footprints Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/4oxK9g2qd8Qdm6yLBbwfoA/o.jpg,False,https://www.yelp.com/biz/footprints-cafe-brooklyn-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,473,2.4,"Bars, Caribbean, Themed Cafes","pickup, delivery",$$,(718) 265-2530,14454.098317331298,40.575732,-73.983242,1521 Surf Ave,,,Brooklyn,11224,US,NY,"1521 Surf Ave, Brooklyn, NY 11224",2024-03-05,Soul Food,"New York, NY",best_match,,Bars, Caribbean, Themed Cafes,2.0,201-500,Southern Brooklyn
GgwQvt_JYEX5h3rgfb7KZA,A Taste of Island Spice,https://s3-media1.fl.yelpcdn.com/bphoto/XYuQPQ8xWNqxEy_8gRnFhg/o.jpg,False,https://www.yelp.com/biz/a-taste-of-island-spice-teaneck?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,59,3.4,Caribbean,delivery,$$,(201) 833-8017,21261.61963688112,40.89653,-74.00051,1287 Teaneck Rd,,,Teaneck,07666,US,NJ,"1287 Teaneck Rd, Teaneck, NJ 07666",2024-03-05,Soul Food,"New York, NY",best_match,,Caribbean,,,2.0,51-100,
ruE5cqNFvkkIgkk0dL5pYA,Creperie,https://s3-media1.fl.yelpcdn.com/bphoto/-rUgtQSw_VKPWwrYFMx4Fw/o.jpg,False,https://www.yelp.com/biz/creperie-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,503,4.1,Creperies,"pickup, delivery",$,(212) 979-5521,1732.481976222486,40.7203575,-73.9883391,135 Ludlow St,,,New York,10002,US,NY,"135 Ludlow St, New York, NY 10002",2024-03-05,Creperies,"New York, NY",best_match,,Creperies,,,1.0,501-1000,Lower East Side
xyFOlOrpBLvwiSi9VJQJwg,Creperie NYC,https://s3-media4.fl.yelpcdn.com/bphoto/8Z1dijNIjtKkG0KCnG7e6g/o.jpg,False,https://www.yelp.com/biz/creperie-nyc-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,499,4.1,Creperies,"pickup, delivery",$$,(212) 253-6705,2740.9682223928294,40.72961127933397,-74.00070463114287,112 Macdougal St,,,New York,10012,US,NY,"112 Macdougal St, New York, NY 10012",2024-03-05,Creperies,"New York, NY",best_match,,Creperies,,,2.0,201-500,Greenwich Village and Soho
pGrgANjp1xIR2dze5htQOw,Blenoir French Creperie and Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/QfXrxZitH2N6-mMQo5oyLg/o.jpg,False,https://www.yelp.com/biz/blenoir-french-creperie-and-cafe-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,9,3.9,"Gelato, Creperies, Coffee & Tea",,,,7535.79859894208,40.76899,-73.96342,958 Lexington Ave,,,New York,10021,US,NY,"958 Lexington Ave, New York, NY 10021",2024-03-05,Creperies,"New York, NY",best_match,,Gelato, Creperies, Coffee & Tea,,0-10,Upper East Side
QmkM2Y7qmcjNlDBw2TuJqQ,Village Creperie,https://s3-media2.fl.yelpcdn.com/bphoto/zyhJKpHA-qeSr2y-yQqDcg/o.jpg,False,https://www.yelp.com/biz/village-creperie-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,26,4.5,"Creperies, Coffee & Tea, Breakfast & Brunch","pickup, delivery",,(917) 675-6366,2634.029349990358,40.727463,-73.98284,445 East 9th St,,,New York,10009,US,NY,"445 East 9th St, New York, NY 10009",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Coffee & Tea, Breakfast & Brunch,,11-50,Lower East Side
DAlUhnM5azQSdFCYkZxDrw,La Creparis,https://s3-media1.fl.yelpcdn.com/bphoto/4BveIzElYEvEVCVx5ADWxg/o.jpg,False,https://www.yelp.com/biz/la-creparis-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,16,3.9,"Breakfast & Brunch, Creperies, Sandwiches","pickup, delivery",,(646) 370-4431,17320.13344863469,40.855126692151366,-73.9373725,808 W 187th St,,,New York,10033,US,NY,"808 W 187th St, New York, NY 10033",2024-03-05,Creperies,"New York, NY",best_match,,Breakfast & Brunch, Creperies, Sandwiches,,11-50,Inwood and Washington Heights
3e6BGJDY7wY8UkYtcnksUQ,Shade,https://s3-media1.fl.yelpcdn.com/bphoto/23H5LYMPajdOtydi-6dZxw/o.jpg,False,https://www.yelp.com/biz/shade-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,233,4.2,"Bars, Creperies",,$$,(212) 982-6275,2752.324578952871,40.72992,-73.99927,241 Sullivan St,,,New York,10002,US,NY,"241 Sullivan St, New York, NY 10002",2024-03-05,Creperies,"New York, NY",best_match,,Bars, Creperies,,2.0,201-500,Lower East Side
PXTzmqJW7gbK-IkfKBEnFw,Cafe Triskell,https://s3-media3.fl.yelpcdn.com/bphoto/YtIyZ-ElgVx2CeMbXiyF0w/o.jpg,False,https://www.yelp.com/biz/cafe-triskell-astoria?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,482,4.4,"French, Creperies","pickup, delivery",$$,(718) 472-0612,7890.067150483984,40.7557027855819,-73.9280135680406,33-04 36th Ave,,,Astoria,11106,US,NY,"33-04 36th Ave, Astoria, NY 11106",2024-03-05,Creperies,"New York, NY",best_match,,French, Creperies,,2.0,201-500,Northwest Queens
GYYufTEFAK1z3CMxov0a4A,Bar Suzette,https://s3-media2.fl.yelpcdn.com/bphoto/bOIDuhOX6jiFYJ7cNOpxaQ/o.jpg,False,https://www.yelp.com/biz/bar-suzette-new-york-3?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,291,3.9,Creperies,delivery,$,(917) 727-2169,4208.822416657832,40.7422266626117,-74.0060796257015,425 W 15th St,,Chelsea Market,New York,10011,US,NY,"425 W 15th St, Chelsea Market, New York, NY 10011",2024-03-05,Creperies,"New York, NY",best_match,,Creperies,,,1.0,201-500,Chelsea and Clinton
14ZfGmmGlC9bWLEggdy_XA,Uptown Crepes,https://s3-media4.fl.yelpcdn.com/bphoto/IsOvOXX-U-qliSjudsR8Uw/o.jpg,False,https://www.yelp.com/biz/uptown-crepes-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,19,4.6,"Creperies, Desserts, Waffles","pickup, delivery",,(212) 795-0979,15260.02450087526,40.83694130757862,-73.94243101117357,3878 Broadway Ave,,,New York,10032,US,NY,"3878 Broadway Ave, New York, NY 10032",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Desserts, Waffles,,11-50,Inwood and Washington Heights
GrZbw0Wgam4V6kztMot6XQ,Crepe Guru,https://s3-media1.fl.yelpcdn.com/bphoto/QTeaGXw83QZv_1TAzKXSbA/o.jpg,False,https://www.yelp.com/biz/crepe-guru-jersey-city?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,358,4.4,"Creperies, New American","pickup, delivery",$$,(201) 428-9383,4910.598371299967,40.717937,-74.050175,110 Bright St,,,Jersey City,07302,US,NJ,"110 Bright St, Jersey City, NJ 07302",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, New American,,2.0,201-500,
0lMLRsJZSh2Uh1Eo0YrMPA,Eight Turn Crêpe,https://s3-media3.fl.yelpcdn.com/bphoto/80N6tKj2f_rqweFvLebiIg/o.jpg,False,https://www.yelp.com/biz/eight-turn-cr%C3%AApe-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,595,4.2,"Creperies, Japanese","pickup, delivery",$$,(929) 358-7988,1848.6537562041165,40.6911103552631,-73.98318508984897,445 Albee Square W,,,Brooklyn,11201,US,NY,"445 Albee Square W, Brooklyn, NY 11201",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Japanese,,2.0,501-1000,Northwest Brooklyn
a0_Fvyd8VCiJOQdXQvftpQ,Le Paris Dakar 2,https://s3-media3.fl.yelpcdn.com/bphoto/2bQMR42EOl85VaR_v8BtqQ/o.jpg,False,https://www.yelp.com/biz/le-paris-dakar-2-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,42,4.3,"Creperies, Coffee & Tea, Juice Bars & Smoothies","pickup, delivery",$,(718) 708-5093,4878.302843392065,40.6804619,-73.9467295,1365 Fulton St,,,Brooklyn,11216,US,NY,"1365 Fulton St, Brooklyn, NY 11216",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Coffee & Tea, Juice Bars & Smoothies,1.0,11-50,Central Brooklyn
g8vu1G_fZLrPpGf2UHk6-Q,Crepes on Columbus,https://s3-media4.fl.yelpcdn.com/bphoto/2Us3BacZz-uT8uD9LdzDag/o.jpg,False,https://www.yelp.com/biz/crepes-on-columbus-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,608,3.7,"Creperies, French, Breakfast & Brunch","pickup, delivery",$$,(212) 222-0259,10977.017234742136,40.80104,-73.96178,990 Columbus Ave,,,New York,10025,US,NY,"990 Columbus Ave, New York, NY 10025",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, French, Breakfast & Brunch,2.0,501-1000,Upper West Side
68cim4K69TGznUL0RQMcpg,T-Swirl Crepe,https://s3-media1.fl.yelpcdn.com/bphoto/5XEFtyIBvur7PQLeJqhKcg/o.jpg,False,https://www.yelp.com/biz/t-swirl-crepe-new-york-20?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,255,4.4,"Desserts, Gluten-Free, Creperies","pickup, delivery",$,(212) 884-9280,998.770563235038,40.71393,-73.9985899,2 Mott St,,,New York,10013,US,NY,"2 Mott St, New York, NY 10013",2024-03-05,Creperies,"New York, NY",best_match,,Desserts, Gluten-Free, Creperies,1.0,201-500,Greenwich Village and Soho
fuLGTn6H_BLEa1ahGGzebQ,Bklyn Crepe,https://s3-media4.fl.yelpcdn.com/bphoto/APTb305LWN40cphDUGZcdw/o.jpg,False,https://www.yelp.com/biz/bklyn-crepe-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,225,4.2,"Creperies, Juice Bars & Smoothies","pickup, delivery",$$,(718) 638-1023,3129.9351803867853,40.68112511553857,-73.97560061986465,214 Flatbush Ave,,,Brooklyn,11217,US,NY,"214 Flatbush Ave, Brooklyn, NY 11217",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Juice Bars & Smoothies,,2.0,201-500,Northwest Brooklyn
ZZ-zJbCLfXCNXZgKq3Shcw,Two Crepes,https://s3-media2.fl.yelpcdn.com/bphoto/Xa-IxQmHmrRRZLNVs-OzmA/o.jpg,False,https://www.yelp.com/biz/two-crepes-union-city?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,106,4.4,"Creperies, Desserts, Breakfast & Brunch","pickup, delivery",$,(201) 430-4399,8126.698460974059,40.7759488964411,-74.019702449441,4301 Park Ave,,,Union City,07087,US,NJ,"4301 Park Ave, Union City, NJ 07087",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Desserts, Breakfast & Brunch,1.0,101-200,
N66LlG3W6Tw5LhUtAE7h1w,Cafe Un Deux Trois,https://s3-media1.fl.yelpcdn.com/bphoto/dxpcquIECeBnOHxoaeSukA/o.jpg,False,https://www.yelp.com/biz/cafe-un-deux-trois-new-york?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,734,3.5,"French, Breakfast & Brunch, Desserts","pickup, delivery",$$,(212) 354-4148,5773.520096822938,40.75667,-73.98414,123 W 44th St,,,New York,10036,US,NY,"123 W 44th St, New York, NY 10036",2024-03-05,Creperies,"New York, NY",best_match,,French, Breakfast & Brunch, Desserts,2.0,501-1000,Chelsea and Clinton
EJHyijqj0umQ9GsyknrNKg,Vive La Crepe,https://s3-media1.fl.yelpcdn.com/bphoto/T2GLGb4GnKP__PKTEUsm_w/o.jpg,False,https://www.yelp.com/biz/vive-la-crepe-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,231,3.6,"Creperies, French, Desserts","pickup, delivery",$$,(646) 478-8008,7836.802703078038,40.7750587,-73.9803009,189 Columbus Ave,,,New York,10023,US,NY,"189 Columbus Ave, New York, NY 10023",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, French, Desserts,2.0,201-500,Upper West Side
8LxRd5PAT7ZIyhgYPHImXQ,Hi Hello Crepes,https://s3-media3.fl.yelpcdn.com/bphoto/-nwz_9PJbTKyz5GTIeo0gQ/o.jpg,False,https://www.yelp.com/biz/hi-hello-crepes-brooklyn?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,32,4.6,"Creperies, Coffee & Tea","pickup, delivery",,(917) 909-0120,4321.437529847448,40.70839,-73.94322,192 Graham Ave,,,Brooklyn,11206,US,NY,"192 Graham Ave, Brooklyn, NY 11206",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Coffee & Tea,,,11-50,Bushwick and Williamsburg
568WjrSYMqd6pnYQP6rACQ,Fresco Creperie & Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/3tAZicXSVZmx5Kd84Lj6Cg/o.jpg,False,https://www.yelp.com/biz/fresco-creperie-and-cafe-williston-park-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,231,4.4,"Coffee & Tea, Creperies","pickup, delivery",$$,(516) 280-6630,30204.76726624472,40.757497553769085,-73.6424682,72 Hillside Ave,,,Williston Park,11596,US,NY,"72 Hillside Ave, Williston Park, NY 11596",2024-03-05,Creperies,"New York, NY",best_match,,Coffee & Tea, Creperies,,2.0,201-500,
59IvDUyk4K0eTLiObaKT6g,Pita Grill & Creperie Metuchen,https://s3-media3.fl.yelpcdn.com/bphoto/_54yVsBUuYyTAKAECjcocQ/o.jpg,False,https://www.yelp.com/biz/pita-grill-and-creperie-metuchen-metuchen?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,25,4.0,"Creperies, Greek, Sandwiches","pickup, delivery",,(732) 318-6377,36489.623120608325,40.54058,-74.36725,660 Middlesex Ave,,,Metuchen,08840,US,NJ,"660 Middlesex Ave, Metuchen, NJ 08840",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Greek, Sandwiches,,11-50,
yGKAd9Su9x0-c26FQ2R2Jg,Fresco Creperie & Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/-GIPdtJuUbPxpQ6wLBwcVg/o.jpg,False,https://www.yelp.com/biz/fresco-creperie-and-cafe-long-beach?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,142,4.1,Creperies,delivery,$$,(516) 897-8097,31106.06296498201,40.588157,-73.659515,150A E Park Ave,,,Long Beach,11561,US,NY,"150A E Park Ave, Long Beach, NY 11561",2024-03-05,Creperies,"New York, NY",best_match,,Creperies,,,2.0,101-200,
HhOu55Tw7IuUL3h65GF25A,Bonjour Crepes & Wine,https://s3-media2.fl.yelpcdn.com/bphoto/1cuQ9xsVifO1EMVIHOF-vw/o.jpg,False,https://www.yelp.com/biz/bonjour-crepes-and-wine-new-york-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,176,3.6,"Creperies, Wine Bars, Coffee & Tea","pickup, delivery",$$,(212) 534-4300,9483.130000816196,40.78456,-73.95219,1442 Lexington Ave,,,New York,10128,US,NY,"1442 Lexington Ave, New York, NY 10128",2024-03-05,Creperies,"New York, NY",best_match,,Creperies, Wine Bars, Coffee & Tea,2.0,101-200,Upper East Side
3WaWiM05jT9W-TxW9cyv6A,Bon Appetit Grill & Crepes,https://s3-media3.fl.yelpcdn.com/bphoto/2WdHilexr3uMONUbJUEjHw/o.jpg,False,https://www.yelp.com/biz/bon-appetit-grill-and-crepes-matawan?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,191,4.7,"Mediterranean, Creperies, Breakfast & Brunch","pickup, delivery",$$,(732) 970-5583,38611.34756834296,40.41581776622069,-74.2464297,759 Rt 34,,,Matawan,07747,US,NJ,"759 Rt 34, Matawan, NJ 07747",2024-03-05,Creperies,"New York, NY",best_match,,Mediterranean, Creperies, Breakfast & Brunch,2.0,101-200,
hX7EZ8z_vrcnGjZ36laJNQ,Tornado Crepe,https://s3-media3.fl.yelpcdn.com/bphoto/UsxGRAWhAL07_DcLJpTgkA/o.jpg,False,https://www.yelp.com/biz/tornado-crepe-jackson-heights-2?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,67,3.9,"Bubble Tea, Ice Cream & Frozen Yogurt, Creperies","pickup, delivery",$,(917) 294-7373,10727.27733952281,40.7478287,-73.8799355,8610 Roosevelt Ave,Ste 10,,Jackson Heights,11372,US,NY,"8610 Roosevelt Ave, Ste 10, Jackson Heights, NY 11372",2024-03-05,Creperies,"New York, NY",best_match,,Bubble Tea, Ice Cream & Frozen Yogurt, Creperies,1.0,51-100,West Queens
9V0u-hctFSqJf6lHZra_QA,La Bouche,https://s3-media1.fl.yelpcdn.com/bphoto/aYE2JbpxWBuuW3IUzEGglw/o.jpg,False,https://www.yelp.com/biz/la-bouche-hoboken-3?adjust_creative=zA0UH-Daa3gI8hoGVgsQqw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zA0UH-Daa3gI8hoGVgsQqw,247,3.5,"French, Breakfast & Brunch, Sandwiches","pickup, delivery",$$,(201) 656-9100,4805.13074102588,40.7389977,-74.030226,207 Washington St,,,Hoboken,07030,US,NJ,"207 Washington St, Hoboken, NJ 07030",2024-03-05,Creperies,"New York, NY",best_match,,French, Breakfast & Brunch, Sandwiches,2.0,201-500,
